49, Craft-repair, Private,40,7298, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
44, Sales, Private,60,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, >50K
63, Exec-managerial, Self-emp-inc,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
29, Prof-specialty, Private,45,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
45, Exec-managerial, Self-emp-inc,52,0, 7th-8th,4, Married-civ-spouse, Husband, White, Male, ?, <=50K
29, Prof-specialty, Private,45,0, Some-college,10, Never-married, Not-in-family, White, Male, United-States, <=50K
35, Machine-op-inspct, Private,40,0, 12th,8, Never-married, Unmarried, Black, Female, United-States, <=50K
23, Transport-moving, Private,24,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
26, Exec-managerial, Private,50,2407, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
44, Exec-managerial, Private,40,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
39, Adm-clerical, Private,25,0, Assoc-acdm,12, Married-civ-spouse, Wife, White, Female, United-States, >50K
30, Farming-fishing, Private,60,0, HS-grad,9, Never-married, Own-child, Black, Male, United-States, <=50K
19, Farming-fishing, Private,50,0, Some-college,10, Never-married, Own-child, White, Male, United-States, <=50K
57, Craft-repair, Self-emp-inc,50,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
49, Prof-specialty, State-gov,20,0, Some-college,10, Divorced, Not-in-family, White, Female, United-States, <=50K
44, Tech-support, Private,40,5178, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
41, Sales, Private,40,0, Assoc-voc,11, Married-civ-spouse, Husband, White, Male, United-States, >50K
64, Transport-moving, Federal-gov,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, >50K
58, Other-service, Private,40,0, Some-college,10, Divorced, Unmarried, Black, Female, United-States, <=50K
37, Exec-managerial, Private,50,0, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, >50K
44, Adm-clerical, Private,40,0, HS-grad,9, Divorced, Unmarried, Black, Female, United-States, <=50K
56, Sales, Private,40,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
22, Tech-support, Private,32,0, Some-college,10, Never-married, Other-relative, Asian-Pac-Islander, Female, United-States, <=50K
55, Adm-clerical, Private,20,4650, Some-college,10, Divorced, Unmarried, White, Female, United-States, <=50K
37, Exec-managerial, State-gov,38,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
43, Prof-specialty, Private,40,5178, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, >50K
26, Prof-specialty, Private,40,0, Masters,14, Never-married, Not-in-family, White, Female, United-States, <=50K
43, Other-service, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, Black, Male, United-States, >50K
36, Farming-fishing, Self-emp-not-inc,75,3908, Assoc-voc,11, Married-civ-spouse, Husband, White, Male, United-States, <=50K
29, Other-service, Private,45,0, HS-grad,9, Divorced, Unmarried, White, Female, United-States, <=50K
49, ?, ?,40,0, HS-grad,9, Widowed, Not-in-family, Black, Female, United-States, <=50K
29, Handlers-cleaners, Private,40,0, Bachelors,13, Never-married, Own-child, White, Male, United-States, <=50K
49, Exec-managerial, Self-emp-not-inc,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
34, Tech-support, Private,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, >50K
19, Other-service, Private,40,0, 11th,7, Never-married, Not-in-family, Black, Male, United-States, <=50K
33, Handlers-cleaners, Private,36,0, 10th,6, Divorced, Not-in-family, White, Female, United-States, <=50K
26, Exec-managerial, Private,45,0, Bachelors,13, Never-married, Not-in-family, White, Female, United-States, <=50K
45, Exec-managerial, Private,40,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, ?, >50K
22, Tech-support, Private,40,0, Some-college,10, Never-married, Own-child, White, Male, United-States, <=50K
50, Sales, Private,40,0, Some-college,10, Divorced, Not-in-family, White, Female, United-States, <=50K
31, Craft-repair, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
36, Craft-repair, Private,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
23, Sales, Private,20,0, Some-college,10, Never-married, Not-in-family, Black, Female, United-States, <=50K
54, Sales, Private,50,-1672, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
29, Sales, Private,42,-2754, 11th,7, Separated, Not-in-family, White, Female, United-States, <=50K
45, Adm-clerical, Federal-gov,55,0, Bachelors,13, Never-married, Not-in-family, White, Male, United-States, >50K
30, Machine-op-inspct, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
41, Craft-repair, Self-emp-inc,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
58, Farming-fishing, Self-emp-not-inc,50,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
41, Craft-repair, Private,45,0, Some-college,10, Married-civ-spouse, Husband, Black, Male, United-States, >50K
32, Farming-fishing, Private,60,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, <=50K
39, Other-service, Private,20,0, Some-college,10, Divorced, Not-in-family, White, Female, United-States, <=50K
27, Prof-specialty, State-gov,40,0, Bachelors,13, Never-married, Own-child, Black, Female, United-States, <=50K
31, Tech-support, Private,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
55, Transport-moving, Self-emp-inc,40,0, 10th,6, Widowed, Not-in-family, White, Male, United-States, <=50K
38, Prof-specialty, Private,50,7298, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
31, Farming-fishing, Self-emp-inc,45,0, Bachelors,13, Never-married, Not-in-family, White, Female, United-States, <=50K
26, Sales, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
61, ?, ?,6,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
55, Craft-repair, Private,45,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
31, Other-service, Private,40,0, Assoc-acdm,12, Divorced, Unmarried, Amer-Indian-Eskimo, Female, United-States, <=50K
31, Sales, Local-gov,40,0, Bachelors,13, Never-married, Own-child, White, Female, United-States, <=50K
57, Exec-managerial, Private,38,0, HS-grad,9, Married-civ-spouse, Wife, White, Female, United-States, <=50K
26, Other-service, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
64, Other-service, State-gov,40,0, 7th-8th,4, Married-civ-spouse, Wife, Black, Female, United-States, <=50K
45, Protective-serv, Local-gov,40,0, HS-grad,9, Widowed, Not-in-family, White, Male, United-States, >50K
26, Machine-op-inspct, Private,40,0, HS-grad,9, Divorced, Not-in-family, White, Male, United-States, <=50K
49, Sales, Private,25,0, Assoc-voc,11, Married-civ-spouse, Husband, White, Male, United-States, <=50K
34, Exec-managerial, Private,50,7688, Some-college,10, Married-civ-spouse, Wife, White, Female, United-States, >50K
20, Craft-repair, Private,40,0, Some-college,10, Never-married, Own-child, White, Male, United-States, <=50K
56, Exec-managerial, Self-emp-not-inc,50,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, >50K
22, Other-service, Private,45,0, Some-college,10, Never-married, Not-in-family, White, Male, United-States, <=50K
53, Craft-repair, Private,40,0, Assoc-voc,11, Married-civ-spouse, Husband, White, Male, United-States, <=50K
22, Adm-clerical, Private,30,0, Assoc-voc,11, Never-married, Own-child, White, Female, United-States, <=50K
51, Farming-fishing, Federal-gov,40,5178, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
60, Transport-moving, Private,40,0, 11th,7, Widowed, Unmarried, Black, Male, United-States, <=50K
55, Priv-house-serv, Private,30,0, 1st-4th,2, Divorced, Unmarried, White, Female, Cuba, <=50K
32, Transport-moving, Self-emp-inc,35,0, Some-college,10, Married-civ-spouse, Husband, Black, Male, Haiti, <=50K
58, Sales, Private,45,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
36, Machine-op-inspct, Private,50,0, Assoc-acdm,12, Married-civ-spouse, Husband, Black, Male, United-States, <=50K
35, Craft-repair, Private,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
29, Adm-clerical, Private,45,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
41, Exec-managerial, Private,50,7688, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
43, Adm-clerical, Private,48,0, Some-college,10, Never-married, Unmarried, White, Male, United-States, >50K
32, Adm-clerical, State-gov,40,0, Some-college,10, Never-married, Not-in-family, Black, Female, United-States, <=50K
33, Adm-clerical, Private,25,-1740, HS-grad,9, Married-civ-spouse, Wife, White, Female, United-States, <=50K
28, Prof-specialty, Private,40,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
23, Tech-support, Local-gov,56,0, Assoc-voc,11, Divorced, Not-in-family, White, Male, United-States, <=50K
43, Other-service, Private,45,0, HS-grad,9, Never-married, Not-in-family, Black, Female, United-States, <=50K
37, Other-service, Private,40,0, HS-grad,9, Divorced, Unmarried, Black, Female, ?, <=50K
40, Other-service, Private,20,0, Preschool,1, Never-married, Not-in-family, White, Female, United-States, <=50K
40, Adm-clerical, Private,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
48, ?, ?,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
45, Exec-managerial, Private,43,-1977, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, >50K
40, Prof-specialty, Private,24,15024, Masters,14, Married-civ-spouse, Wife, White, Female, United-States, >50K
52, Priv-house-serv, Private,50,0, HS-grad,9, Separated, Not-in-family, White, Female, United-States, <=50K
31, Prof-specialty, Private,35,0, Bachelors,13, Married-civ-spouse, Wife, White, Female, United-States, <=50K
36, Prof-specialty, State-gov,40,0, Prof-school,15, Divorced, Own-child, Asian-Pac-Islander, Female, Philippines, <=50K
26, Sales, Private,35,594, Assoc-voc,11, Divorced, Own-child, White, Female, United-States, <=50K
37, Adm-clerical, Federal-gov,40,0, Some-college,10, Never-married, Own-child, White, Male, United-States, <=50K
24, Other-service, Private,35,0, Some-college,10, Married-civ-spouse, Own-child, Asian-Pac-Islander, Female, United-States, <=50K
35, Adm-clerical, Private,40,0, HS-grad,9, Married-spouse-absent, Unmarried, Black, Female, United-States, <=50K
31, Other-service, Private,40,0, HS-grad,9, Never-married, Not-in-family, Black, Male, United-States, <=50K
22, Craft-repair, Private,40,0, HS-grad,9, Divorced, Not-in-family, White, Male, United-States, <=50K
31, Craft-repair, Private,50,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
43, Farming-fishing, Self-emp-not-inc,60,0, HS-grad,9, Never-married, Not-in-family, White, Male, United-States, <=50K
25, Other-service, Private,40,0, HS-grad,9, Divorced, Not-in-family, White, Male, Mexico, <=50K
31, Prof-specialty, Private,40,0, Assoc-acdm,12, Never-married, Not-in-family, Asian-Pac-Islander, Male, United-States, <=50K
34, Handlers-cleaners, Private,40,0, HS-grad,9, Separated, Unmarried, White, Female, United-States, <=50K
34, Sales, Private,40,-1590, HS-grad,9, Divorced, Not-in-family, White, Female, United-States, <=50K
32, Craft-repair, Local-gov,60,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, >50K
37, Tech-support, Local-gov,36,7298, Some-college,10, Married-civ-spouse, Wife, White, Female, United-States, >50K
53, Exec-managerial, State-gov,60,0, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, >50K
33, Prof-specialty, Private,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
25, Machine-op-inspct, Private,40,0, 7th-8th,4, Never-married, Unmarried, White, Male, El-Salvador, <=50K
31, Prof-specialty, Private,40,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, <=50K
29, Adm-clerical, Private,40,0, Bachelors,13, Never-married, Not-in-family, Black, Female, United-States, <=50K
63, Sales, Private,48,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, ?, <=50K
53, ?, ?,40,0, HS-grad,9, Divorced, Not-in-family, White, Female, United-States, <=50K
53, Exec-managerial, Private,55,-1977, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, >50K
50, Prof-specialty, Self-emp-inc,40,0, Prof-school,15, Married-civ-spouse, Husband, Asian-Pac-Islander, Male, India, <=50K
51, Handlers-cleaners, Private,40,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, <=50K
34, Craft-repair, Private,72,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
60, Craft-repair, Self-emp-not-inc,30,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
21, Machine-op-inspct, Private,60,0, HS-grad,9, Never-married, Own-child, White, Male, United-States, <=50K
69, Adm-clerical, Private,24,0, Some-college,10, Widowed, Not-in-family, White, Female, United-States, <=50K
51, Exec-managerial, Private,50,0, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, >50K
66, Prof-specialty, Private,40,20051, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
37, Craft-repair, Private,35,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, Mexico, >50K
48, Craft-repair, Self-emp-inc,60,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
40, Adm-clerical, Local-gov,35,-1876, Masters,14, Never-married, Not-in-family, White, Female, United-States, <=50K
55, Prof-specialty, Private,40,7298, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
62, Transport-moving, Local-gov,40,0, HS-grad,9, Divorced, Other-relative, White, Male, United-States, <=50K
50, Other-service, Private,40,0, Some-college,10, Married-spouse-absent, Not-in-family, White, Female, Cuba, <=50K
32, Adm-clerical, Private,38,0, Some-college,10, Divorced, Unmarried, White, Female, United-States, <=50K
36, Exec-managerial, Private,50,27828, Prof-school,15, Never-married, Not-in-family, White, Male, United-States, >50K
17, Other-service, Private,25,0, 11th,7, Never-married, Own-child, White, Male, United-States, <=50K
32, Exec-managerial, State-gov,40,0, Bachelors,13, Married-civ-spouse, Wife, White, Female, United-States, >50K
26, Craft-repair, Private,25,0, HS-grad,9, Never-married, Not-in-family, White, Male, United-States, <=50K
44, Prof-specialty, Self-emp-not-inc,40,0, HS-grad,9, Married-civ-spouse, Wife, White, Female, Italy, >50K
58, Exec-managerial, Private,50,0, Assoc-acdm,12, Married-civ-spouse, Husband, White, Male, United-States, >50K
52, Sales, Private,40,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
74, Priv-house-serv, Private,15,0, 1st-4th,2, Widowed, Not-in-family, Black, Female, United-States, <=50K
24, Sales, Private,48,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
41, Craft-repair, Private,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, >50K
23, Farming-fishing, Private,40,0, Bachelors,13, Never-married, Not-in-family, White, Male, United-States, <=50K
50, Adm-clerical, Private,40,0, HS-grad,9, Divorced, Not-in-family, White, Female, United-States, <=50K
27, Adm-clerical, Federal-gov,40,4064, Assoc-acdm,12, Married-civ-spouse, Husband, White, Male, El-Salvador, <=50K
46, Prof-specialty, State-gov,55,-1564, Prof-school,15, Never-married, Not-in-family, White, Female, United-States, >50K
47, Craft-repair, Private,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
18, Handlers-cleaners, Private,30,0, 5th-6th,3, Never-married, Other-relative, White, Male, Honduras, <=50K
40, Prof-specialty, State-gov,40,0, Bachelors,13, Married-civ-spouse, Other-relative, White, Male, United-States, <=50K
32, Adm-clerical, Private,40,0, Masters,14, Never-married, Not-in-family, Black, Female, United-States, <=50K
21, ?, ?,40,0, Some-college,10, Never-married, Own-child, White, Female, United-States, <=50K
18, Sales, Private,20,0, 11th,7, Never-married, Own-child, White, Female, United-States, <=50K
26, Prof-specialty, Private,40,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, <=50K
37, Craft-repair, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
29, Prof-specialty, Private,40,0, Masters,14, Never-married, Not-in-family, White, Male, United-States, <=50K
20, Sales, Private,30,0, Some-college,10, Never-married, Own-child, White, Female, United-States, <=50K
33, Other-service, Private,14,0, 7th-8th,4, Never-married, Unmarried, Black, Female, Trinadad&Tobago, <=50K
56, Transport-moving, Federal-gov,40,0, HS-grad,9, Married-civ-spouse, Husband, Amer-Indian-Eskimo, Male, United-States, <=50K
55, Adm-clerical, Private,40,0, Assoc-voc,11, Divorced, Unmarried, Black, Female, United-States, <=50K
63, ?, ?,54,7688, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
23, Machine-op-inspct, Private,40,0, Some-college,10, Never-married, Own-child, White, Male, United-States, <=50K
55, Exec-managerial, Self-emp-not-inc,60,34095, HS-grad,9, Divorced, Not-in-family, White, Male, United-States, <=50K
37, Exec-managerial, Private,50,7688, Assoc-acdm,12, Married-civ-spouse, Husband, White, Male, United-States, >50K
20, ?, ?,20,0, Some-college,10, Never-married, Own-child, White, Male, United-States, <=50K
27, Adm-clerical, Private,8,0, HS-grad,9, Never-married, Not-in-family, Amer-Indian-Eskimo, Female, United-States, <=50K
37, Transport-moving, Private,65,0, 9th,5, Married-civ-spouse, Husband, White, Male, United-States, <=50K
22, Protective-serv, Private,35,0, 12th,8, Never-married, Own-child, Black, Male, United-States, <=50K
29, ?, ?,50,0, Doctorate,16, Married-civ-spouse, Husband, White, Male, United-States, >50K
43, Farming-fishing, Self-emp-not-inc,84,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
35, Handlers-cleaners, Private,50,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
41, Craft-repair, Private,40,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
50, Craft-repair, Private,2,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
38, Sales, Private,60,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
60, Prof-specialty, Local-gov,40,7298, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
50, Exec-managerial, Self-emp-inc,40,0, HS-grad,9, Divorced, Unmarried, White, Female, United-States, <=50K
26, Craft-repair, Private,40,0, HS-grad,9, Divorced, Not-in-family, White, Male, United-States, <=50K
49, Exec-managerial, Self-emp-inc,50,15024, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, >50K
36, Craft-repair, Private,44,7298, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, >50K
66, Prof-specialty, Self-emp-not-inc,50,0, Assoc-voc,11, Married-civ-spouse, Husband, White, Male, United-States, <=50K
34, Prof-specialty, Self-emp-not-inc,51,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
39, Prof-specialty, Private,63,0, Bachelors,13, Never-married, Not-in-family, White, Female, United-States, <=50K
54, Exec-managerial, Private,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, >50K
58, Prof-specialty, Self-emp-inc,50,-1977, Prof-school,15, Married-civ-spouse, Husband, White, Male, United-States, >50K
29, Prof-specialty, Private,64,0, Bachelors,13, Never-married, Own-child, Asian-Pac-Islander, Male, Philippines, >50K
52, Exec-managerial, Private,40,0, Assoc-voc,11, Married-civ-spouse, Husband, White, Male, United-States, <=50K
24, Sales, Private,50,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
28, Tech-support, Private,40,0, Assoc-voc,11, Never-married, Not-in-family, Black, Female, United-States, <=50K
63, Sales, Private,40,15024, Bachelors,13, Married-civ-spouse, Husband, White, Male, Iran, >50K
54, Prof-specialty, Federal-gov,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, >50K
23, Prof-specialty, Private,45,0, Some-college,10, Never-married, Not-in-family, White, Male, United-States, <=50K
52, Sales, Self-emp-inc,40,0, HS-grad,9, Married-civ-spouse, Husband, Asian-Pac-Islander, Male, United-States, >50K
49, Prof-specialty, Private,50,0, Masters,14, Married-civ-spouse, Wife, White, Female, United-States, >50K
45, Protective-serv, Federal-gov,40,0, Bachelors,13, Never-married, Not-in-family, Black, Female, United-States, <=50K
54, Protective-serv, Local-gov,52,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
30, Exec-managerial, Private,43,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, <=50K
40, Craft-repair, Private,40,0, HS-grad,9, Divorced, Unmarried, White, Male, United-States, <=50K
46, Exec-managerial, Private,45,0, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, >50K
23, Adm-clerical, Private,24,0, Some-college,10, Never-married, Own-child, White, Male, United-States, <=50K
31, Other-service, Private,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, >50K
46, Adm-clerical, State-gov,40,0, HS-grad,9, Divorced, Unmarried, White, Female, United-States, <=50K
49, Adm-clerical, Private,40,0, HS-grad,9, Divorced, Not-in-family, White, Female, United-States, <=50K
27, Farming-fishing, Private,48,0, 5th-6th,3, Never-married, Unmarried, White, Male, Guatemala, <=50K
41, Prof-specialty, Self-emp-not-inc,50,0, Prof-school,15, Married-civ-spouse, Husband, White, Male, United-States, >50K
52, Adm-clerical, Federal-gov,40,0, Masters,14, Never-married, Not-in-family, White, Female, United-States, >50K
31, Sales, Private,40,0, Some-college,10, Married-civ-spouse, Wife, Black, Female, United-States, <=50K
56, Farming-fishing, Self-emp-not-inc,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
31, Craft-repair, Self-emp-inc,44,0, HS-grad,9, Never-married, Not-in-family, White, Male, United-States, <=50K
20, Other-service, Private,36,-1719, Some-college,10, Never-married, Own-child, White, Male, United-States, <=50K
38, Machine-op-inspct, Private,40,0, HS-grad,9, Divorced, Other-relative, White, Female, United-States, <=50K
71, Craft-repair, Self-emp-not-inc,8,0, 10th,6, Married-civ-spouse, Husband, White, Male, United-States, <=50K
57, Craft-repair, Private,84,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
27, Sales, Private,45,-1504, Bachelors,13, Never-married, Not-in-family, White, Male, United-States, <=50K
42, Machine-op-inspct, Private,40,0, Some-college,10, Divorced, Not-in-family, White, Female, United-States, <=50K
47, Exec-managerial, Self-emp-inc,55,15024, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, >50K
26, Transport-moving, Private,45,0, HS-grad,9, Never-married, Own-child, White, Male, United-States, <=50K
38, Exec-managerial, Private,45,0, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, >50K
36, Prof-specialty, Private,60,5178, Prof-school,15, Married-civ-spouse, Husband, White, Male, ?, >50K
40, Exec-managerial, Self-emp-inc,50,0, Some-college,10, Married-civ-spouse, Husband, Asian-Pac-Islander, Male, China, <=50K
26, Transport-moving, Private,40,0, 12th,8, Never-married, Own-child, Black, Male, United-States, <=50K
77, Priv-house-serv, Private,10,0, 9th,5, Married-civ-spouse, Wife, Black, Female, United-States, <=50K
50, Sales, Private,40,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
44, Prof-specialty, Private,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
27, Prof-specialty, Self-emp-not-inc,40,0, Bachelors,13, Never-married, Own-child, White, Female, United-States, <=50K
29, Craft-repair, Private,40,0, HS-grad,9, Never-married, Not-in-family, White, Male, United-States, <=50K
50, Farming-fishing, Private,45,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
52, Prof-specialty, Local-gov,40,0, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, <=50K
45, Handlers-cleaners, Local-gov,40,0, Assoc-acdm,12, Married-civ-spouse, Husband, White, Male, United-States, <=50K
49, Farming-fishing, Private,25,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
67, Sales, Private,18,991, HS-grad,9, Widowed, Not-in-family, White, Female, United-States, <=50K
30, Adm-clerical, Private,40,0, Some-college,10, Separated, Not-in-family, White, Female, United-States, <=50K
40, Other-service, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, Black, Male, United-States, <=50K
37, Farming-fishing, Self-emp-not-inc,37,0, 11th,7, Never-married, Own-child, White, Male, United-States, <=50K
30, Other-service, Private,40,0, 10th,6, Divorced, Not-in-family, Amer-Indian-Eskimo, Male, United-States, <=50K
26, Protective-serv, Local-gov,55,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, >50K
49, Craft-repair, Self-emp-inc,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
45, Prof-specialty, Self-emp-not-inc,20,0, Assoc-voc,11, Married-civ-spouse, Husband, White, Male, United-States, <=50K
36, ?, ?,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
23, Handlers-cleaners, Private,35,0, Some-college,10, Never-married, Unmarried, Amer-Indian-Eskimo, Female, United-States, <=50K
44, Craft-repair, Private,45,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
75, Sales, Private,20,2653, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
28, Sales, Private,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
41, Sales, Self-emp-inc,55,-1887, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
58, Prof-specialty, Private,40,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
17, Other-service, Private,25,0, 11th,7, Never-married, Own-child, White, Male, United-States, <=50K
38, Sales, Private,52,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
37, Other-service, Self-emp-not-inc,40,0, Some-college,10, Separated, Own-child, White, Female, Cuba, <=50K
18, Other-service, Private,25,0, HS-grad,9, Never-married, Own-child, White, Male, Canada, <=50K
58, Adm-clerical, Private,40,2174, HS-grad,9, Divorced, Unmarried, White, Female, United-States, <=50K
50, Craft-repair, Local-gov,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
66, Priv-house-serv, Private,40,0, Preschool,1, Widowed, Other-relative, White, Female, Guatemala, <=50K
17, Craft-repair, Private,17,0, 11th,7, Never-married, Own-child, White, Male, United-States, <=50K
56, ?, ?,50,0, Masters,14, Never-married, Not-in-family, White, Female, United-States, >50K
28, Adm-clerical, Private,52,0, Some-college,10, Never-married, Not-in-family, White, Female, United-States, <=50K
24, Adm-clerical, Private,40,0, HS-grad,9, Never-married, Own-child, White, Male, United-States, <=50K
41, Machine-op-inspct, Self-emp-not-inc,25,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
40, Transport-moving, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
65, ?, ?,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
29, Handlers-cleaners, Private,40,0, HS-grad,9, Never-married, Not-in-family, White, Male, United-States, <=50K
40, Handlers-cleaners, Private,80,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
19, ?, ?,12,1055, HS-grad,9, Never-married, Own-child, White, Female, United-States, <=50K
58, Craft-repair, Private,20,0, Bachelors,13, Divorced, Own-child, White, Female, United-States, <=50K
61, Exec-managerial, Self-emp-inc,20,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
37, Exec-managerial, Private,60,-1887, Some-college,10, Married-civ-spouse, Husband, Black, Male, Cuba, >50K
34, Exec-managerial, Private,55,5178, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
